epoch,accuracy,learning_rate,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy
0,0.6976749897003174,9.999999747378752e-06,0.9046907424926758,0.9161249995231628,0.805899977684021,0.5647938847541809,0.9623000025749207
1,0.7476500272750854,9.999999747378752e-06,0.7476322650909424,0.9381250143051147,0.8197000026702881,0.519260585308075,0.9657999873161316
2,0.7706999778747559,9.999999747378752e-06,0.6825114488601685,0.9476749897003174,0.8296999931335449,0.4885852038860321,0.9702000021934509
